Starting time: 2018.02.27 23:43:34
Using scheduler com.simulations.matrix.SimpleSchedulers$MinMaxScheduler
First player,Second player,TimeFirst(in seconds)TimeSecond(in seconds)
50,3170,2.913698,5.814100
50,3175,2.913698,5.810737
50,3180,2.913698,5.807350
50,3185,2.913698,5.803937
50,3190,2.913698,5.800500
50,3195,2.913698,5.797037
50,3200,2.913698,5.793550
50,3205,2.913698,5.790037
50,3210,2.913698,5.786500
50,3215,2.913698,5.782937
50,3220,2.913698,5.779350
50,3225,2.913698,5.775737
50,3230,2.913698,5.772100
50,3235,2.913698,5.768437
50,3240,2.913698,5.764750
50,3245,2.913698,5.761037
50,3250,2.913698,5.757300
50,3255,2.913698,5.753537
50,3260,2.913698,5.749750
50,3265,2.913698,5.745937
50,3270,2.913698,5.742100
50,3275,2.913698,5.738237
50,3280,2.913698,5.734350
50,3285,2.913698,5.730437
50,3290,2.913698,5.726500
50,3295,2.913698,5.722537
50,3300,2.913698,5.718550
50,3305,2.913698,5.714537
50,3310,2.913698,5.710500
50,3315,2.913698,5.706437
50,3320,2.913698,5.702350
50,3325,2.913698,5.698237
50,3330,2.913698,5.694100
50,3335,2.913698,5.689937
50,3340,2.913698,5.685750
50,3345,2.913698,5.681537
50,3350,2.913698,5.677300
50,3355,2.913698,5.673037
50,3360,2.913698,5.668750
50,3365,2.913698,5.664437
50,3370,2.913698,5.660100
50,3375,2.913698,5.655737
50,3380,2.913698,5.651350
50,3385,2.913698,5.646937
50,3390,2.913698,5.642500
50,3395,2.913698,5.638037
50,3400,2.913698,5.633550
50,3405,2.913698,5.629037
50,3410,2.913698,5.624500
50,3415,2.913698,5.619937
50,3420,2.913698,5.615350
50,3425,2.913698,5.610737
50,3430,2.913698,5.606100
50,3435,2.913698,5.601437
50,3440,2.913698,5.596750
50,3445,2.913698,5.592037
50,3450,2.913698,5.587300
50,3455,2.913698,5.582537
50,3460,2.913698,5.577750
50,3465,2.913698,5.572937
50,3470,2.913698,5.568100
50,3475,2.913698,5.563237
50,3480,2.913698,5.558350
50,3485,2.913698,5.553437
50,3490,2.913698,5.548500
50,3495,2.913698,5.543537
50,3500,2.913698,5.538550
50,3505,2.913698,5.533537
50,3510,2.913698,5.528500
50,3515,2.913698,5.523437
50,3520,2.913698,5.518350
50,3525,2.913698,5.513237
50,3530,2.913698,5.508100
50,3535,2.913698,5.502937
50,3540,2.913698,5.497750
50,3545,2.913698,5.492537
50,3550,2.913698,5.487300
50,3555,2.913698,5.482037
50,3560,2.913698,5.476750
50,3565,2.913698,5.471437
50,3570,2.913698,5.466100
50,3575,2.913698,5.460737
50,3580,2.913698,5.455350
50,3585,2.913698,5.449937
50,3590,2.913698,5.444500
50,3595,2.913698,5.439037
50,3600,2.913698,5.433550
50,3605,2.913698,5.428037
50,3610,2.913698,5.422500
50,3615,2.913698,5.416937
50,3620,2.913698,5.411350
50,3625,2.913698,5.405737
50,3630,2.913698,5.400100
50,3635,2.913698,5.394437
50,3640,2.913698,5.388750
50,3645,2.913698,5.383037
50,3650,2.913698,5.377300
50,3655,2.913698,5.371537
50,3660,2.913698,5.365750
50,3665,2.913698,5.359937
50,3670,2.913698,5.354100
50,3675,2.913698,5.348237
50,3680,2.913698,5.342350
50,3685,2.913698,5.336437
50,3690,2.913698,5.330500
50,3695,2.913698,5.324537
50,3700,2.913698,5.318550
50,3705,2.913698,5.312537
50,3710,2.913698,5.306500
50,3715,2.913698,5.300437
50,3720,2.913698,5.294350
50,3725,2.913698,5.288237
50,3730,2.913698,5.282100
50,3735,2.913698,5.275937
50,3740,2.913698,5.269750
50,3745,2.913698,5.263537
55,50,5.758514,2.913698
55,55,2.620215,5.404236
55,60,2.578204,4.995991
55,65,2.560049,4.678488
55,70,2.591340,4.380540
55,75,2.561366,4.266802
55,80,2.560049,4.093622
55,85,2.560049,3.922845
55,90,2.561366,3.844788
55,95,2.560049,3.780616
55,100,2.559949,3.753849
55,105,2.560049,3.718649
55,110,2.561366,3.649411
55,115,2.560003,3.626149
55,120,2.560049,3.809835
55,125,2.560049,3.766749
55,130,2.560049,3.684306
55,135,2.561366,3.627243
55,140,2.559949,3.570615
55,145,2.560049,3.618922
55,150,2.561300,3.619300
55,155,2.559982,3.564257
55,160,2.560015,3.508422
55,165,2.561366,3.496617
55,170,2.560049,3.464999
55,175,2.559949,3.522799
55,180,2.560049,3.541692
55,185,2.561365,3.572190
55,190,2.560049,3.544151
55,195,2.560049,3.542408
55,200,2.560049,3.507525
55,205,2.560049,3.478526
55,210,2.560049,3.491569
55,215,2.560049,3.502376
55,220,2.560049,3.508029
55,225,2.561175,3.490809
55,230,2.560049,3.468752
55,235,2.560049,3.476072
55,240,2.560049,3.463826
55,245,2.559949,3.459626
55,250,2.560049,3.456173
55,255,2.560049,3.450575
55,260,2.560049,3.452355
55,265,2.560049,3.443518
55,270,2.560049,3.438490
55,275,2.561366,3.441196
55,280,2.560049,3.465189
55,285,2.560049,3.454952
55,290,2.560049,3.451424
55,295,2.560049,3.438994
55,300,2.560049,3.430520
55,305,2.560049,3.427759
55,310,2.560049,3.413519
55,315,2.560049,3.417949
55,320,2.560049,3.416550
55,325,2.560049,3.425698
55,330,2.561366,3.415987
55,335,2.560049,3.409080
55,340,2.560049,3.412269
55,345,2.560049,3.408041
55,350,2.559949,3.421399
55,355,2.558950,3.401478
55,360,2.560049,3.405866
55,365,2.560049,3.404338
55,370,2.560049,3.406322
55,375,2.560049,3.408377
55,380,2.560049,3.410990
55,385,2.560049,3.402850
55,390,2.560049,3.454145
55,395,2.560049,3.453517
55,400,2.560049,3.449720
55,405,2.560049,3.447715
55,410,2.560049,3.443141
55,415,2.561367,3.440630
55,420,2.560049,3.436029
55,425,2.560049,3.428715
55,430,2.560049,3.425972
55,435,2.560049,3.419446
55,440,2.560049,3.413393
55,445,2.560049,3.408284
55,450,2.561366,3.403350
55,455,2.560049,3.394529
55,460,2.560049,3.385168
55,465,2.560049,3.383946
55,470,2.560049,3.382578
55,475,2.560049,3.475834
55,480,2.560049,3.471992
55,485,2.560049,3.465224
55,490,2.559949,3.457142
55,495,2.561366,3.451211
55,500,2.560049,3.441873
55,505,2.560049,3.434741
55,510,2.560049,3.424749
55,515,2.560049,3.417801
55,520,2.560049,3.408531
55,525,2.560049,3.400599
55,530,2.560049,3.390867
55,535,2.560049,3.386682
55,540,2.560049,3.405969
55,545,2.560049,3.405146
55,550,2.561366,3.501100
55,555,2.566177,3.494651
55,560,2.560049,3.484929
55,565,2.560049,3.499700
55,570,2.560049,3.503092
55,575,2.560049,3.507267
55,580,2.560049,3.511913
55,585,2.560049,3.515306
55,590,2.560049,3.518911
55,595,2.560049,3.522382
55,600,2.560049,3.525520
55,605,2.560049,3.530111
55,610,2.560049,3.532833
55,615,2.560049,3.373856
55,620,2.560049,3.372300
55,625,2.560049,3.370999
55,630,2.560049,3.372389
55,635,2.560049,3.373740
55,640,2.560049,3.374311
55,645,2.560049,3.553873
55,650,2.560049,3.556699
55,655,2.560049,3.558084
55,660,2.560049,3.561677
55,665,2.560049,3.564082
55,670,2.560049,3.566272
55,675,2.560049,3.569160
55,680,2.560049,3.571343
55,685,2.560049,3.574108
55,690,2.560049,3.575833
55,695,2.560049,3.577869
55,700,2.559949,3.579749
55,705,2.560049,3.582511
55,710,2.558950,3.581193
55,715,2.560049,3.585111
55,720,2.560049,3.586849
55,725,2.560049,3.588511
55,730,2.560049,3.590099
55,735,2.560049,3.591611
55,740,2.560049,3.592083
55,745,2.560049,3.594411
55,750,2.560049,3.594820
55,755,2.560049,3.596911
55,760,2.560049,3.597286
55,765,2.560049,3.599111
55,770,2.560049,3.600099
55,775,2.560049,3.601011
55,780,2.560049,3.601849
55,785,2.560049,3.602611
55,790,2.560049,3.603299
55,795,2.560049,3.603911
55,800,2.560049,3.604449
55,805,2.560049,3.604130
55,810,2.560049,3.604939
55,815,2.560049,3.604723
55,820,2.560049,3.605739
55,825,2.561366,3.605384
55,830,2.561367,3.606817
55,835,2.560049,3.605011
55,840,2.560049,3.604949
55,845,2.560049,3.604811
55,850,2.560049,3.604599
55,855,2.560049,3.604311
55,860,2.560049,3.603949
55,865,2.560049,3.603511
55,870,2.560049,3.602049
55,875,2.560049,3.602299
55,880,2.560049,3.601749
55,885,2.560049,3.601011
55,890,2.560049,3.600199
55,895,2.560049,3.599311
55,900,2.560049,3.598349
55,905,2.560049,3.597311
55,910,2.560049,3.596199
55,915,2.560049,3.595011
55,920,2.560049,3.593749
55,925,2.560049,3.591593
55,930,2.560049,3.590999
55,935,2.560049,3.589511
55,940,2.560049,3.587949
55,945,2.560049,3.586311
55,950,2.560049,3.584599
55,955,2.560049,3.582811
55,960,2.560049,3.580949
55,965,2.560049,3.579011
55,970,2.560049,3.576999
55,975,2.560049,3.574911
55,980,2.559949,3.572649
55,985,2.560049,3.570511
55,990,2.561366,3.567571
55,995,2.560051,3.565764
55,1000,2.560049,3.562249
55,1005,2.560049,3.559711
55,1010,2.560049,3.557099
55,1015,2.560049,3.554411
55,1020,2.560049,3.551649
